episode,steps,reward,score,episode_length,epsilon,learning_rate,loss,max_stage,fuel_pickups,crashes,mean_reward_100,mean_score_100,mean_stage_100,action_entropy
24,17445,-0.2724205035706486,1535.2233640695356,723,0.711368226874128,1.7471709191644235e-05,0.1342728318927364,1,0,2,9.5014218554915,1596.1496095005612,1.0,0.9880135187854496
25,18239,14.363333006181847,2042.7009825304513,794,0.7004760125072795,1.6138036237626852e-05,0.18322992772426955,1,1,3,9.695898301519115,1614.0116644217567,1.0,0.9861339404559908
26,19084,1.614800784924391,1919.271781626676,845,0.6890725981566419,1.4830335213347216e-05,0.16895064197965629,1,1,3,9.385086858573162,1625.7524381604073,1.0,0.9808605518561114
27,20265,25.325863009518624,2543.5373031322583,1181,0.6734542818245953,1.3178264639842478e-05,0.16419193840047044,1,1,0,9.975485975274848,1659.7444701964018,1.0,0.9928805806926955
28,20906,2.9340516328311943,1718.2509338227192,641,0.6651304675838124,1.2360002434791565e-05,0.16037320075396813,1,0,2,9.724006177330432,1661.8339867544844,1.0,0.9773340290046968
29,21547,-22.845808213076104,1147.9415373965078,641,0.6569126835358712,1.159254760495376e-05,0.16523114677268705,1,0,2,8.600909129385377,1644.1135574662785,1.0,0.9782496683778077
30,22459,8.842151844658588,1930.714463152511,912,0.6454007046016011,1.0582036391766958e-05,0.16841837145763924,1,1,2,8.60895055322782,1653.666920989153,1.0,0.9905834417660672
31,23448,26.932431974621586,2715.527048709563,989,0.6331518194987032,9.585513402395999e-06,0.1633907387407894,1,1,2,9.20003059907923,1687.920473496263,1.0,0.9736065971970832
32,24879,19.485876849307626,4345.341125586694,1431,0.6158521534819426,8.307392513675702e-06,0.1626407536167123,2,2,1,9.521463294398867,1770.9648688740888,1.03125,0.989793642362031
33,25598,-13.227145578247917,1421.5509746326647,719,0.6073451117381319,7.731030669840266e-06,0.15773361704735828,1,0,2,8.832111510379267,1760.3765690485914,1.0303030303030303,0.9871560346527206
34,26239,-13.521395376453672,1557.3117324508169,641,0.5998634075985723,7.250997040518979e-06,0.16813326339918813,1,0,2,8.174655425472416,1754.404073854539,1.0294117647058822,0.9698047170237895
35,27000,-4.23401447845349,1810.8944866949291,761,0.5911047093064759,6.719644000311909e-06,0.16390247647399658,1,0,2,7.820121999645962,1756.0180856499787,1.0285714285714285,0.9838129669986763
36,27629,-3.982729513450197,1416.8909612888713,629,0.5839652136467584,6.309977001511116e-06,0.17329031068517786,1,0,2,7.492265013171068,1746.597887751059,1.0277777777777777,0.9744271699470433
37,28116,-10.26203352559781,1135.118040629813,487,0.5784988568384397,6.010029136962791e-06,0.17379392995604254,1,1,3,7.012419106717855,1730.0714053964307,1.027027027027027,0.9816148124144985
38,28877,8.93774195741402,1697.3226057224335,761,0.5700628649834146,5.56961422080533e-06,0.1763298179508822,1,0,1,7.063085497525649,1729.209594878694,1.0263157894736843,0.9754608192595046
39,29498,-10.259004230261525,1604.0280683864771,621,0.5632733344620121,5.23424538638635e-06,0.17321536103908375,1,0,2,6.618929350659312,1725.9998121481244,1.0256410256410255,0.9486017024053497
40,30128,-18.23457687848005,1419.2424337617765,630,0.5564710349290334,4.914645063046479e-06,0.1728385100229865,1,0,3,5.997591694930827,1718.3308776884655,1.025,0.9579034398447956
41,30562,-5.0392047662521495,1209.9016741147416,434,0.5518346175073243,4.705901530310442e-06,0.17997008158657957,1,1,3,5.728401537340999,1705.9301654061799,1.024390243902439,0.9683927217209866
42,31183,-17.886223618783305,1117.1079439515681,621,0.5452700817101054,4.4225403048210274e-06,0.18392874226693945,1,0,2,5.166148557433278,1691.9105887048795,1.0238095238095237,0.9763452823690847
43,32153,-3.713540138225053,2261.929423125691,970,0.535178051337273,4.013683548296555e-06,0.20206251894459895,1,1,3,4.959644169162154,1705.1668406681542,1.0232558139534884,0.9782725210195976
44,32859,13.757997494745716,2128.907722064291,706,0.5279548530420252,3.7400758053628585e-06,0.20631431461583621,1,0,2,5.1596067447435985,1714.7973152453392,1.0227272727272727,0.9709843246042532
45,33420,-13.565791705160763,1082.6028213027384,561,0.5222874531591042,3.5360245048202994e-06,0.20310281466779012,1,0,2,4.743486779190168,1700.7485487132813,1.0222222222222221,0.9889304004452254
46,34237,16.61737481403889,1890.6554405353315,817,0.5141467667092621,3.258604347915606e-06,0.20156790130524332,1,0,1,5.001614779947749,1704.876959405065,1.0217391304347827,0.9584800856619582
47,34727,-24.103501976355208,816.2183520717491,490,0.5093277799982904,3.1027739669264024e-06,0.19957943881044582,1,0,3,4.3823569766221535,1685.969329461803,1.0212765957446808,0.9656142054647452
48,35348,-5.413606081030276,1328.118227367113,621,0.5032879141779196,2.9159434886382356e-06,0.208367932797822,1,0,2,4.178274412921062,1678.5140981681634,1.0208333333333333,0.9854875738300849
49,35989,-12.722265299688544,1232.0099559200312,641,0.49713170871056883,2.7348873014978354e-06,0.2156923792663491,1,0,2,3.8333654391943353,1669.401768734528,1.0204081632653061,0.976346794067333
50,36570,-7.477708952036144,1099.4072084434101,581,0.491619526059677,2.5805106966873765e-06,0.21565379060663784,1,0,2,3.6071439513697254,1658.0018775287058,1.02,0.9370570475882284
51,37144,8.615935179186547,1637.5908915928085,574,0.486236292780941,2.4365532875803943e-06,0.2153169631581585,1,0,2,3.7053555440720163,1657.6016621181982,1.0196078431372548,0.9793820617344109
52,37717,-25.674730283728003,1066.7438192064308,573,0.48092372402685124,2.3008568301642212e-06,0.24900601903077405,1,0,3,3.1403538935374007,1646.2390112929718,1.0192307692307692,0.9827397517523664
53,38338,-10.631017813120339,1433.089721672239,621,0.4752344548695647,2.162313002404181e-06,0.24696413223630181,1,0,2,2.8805166915249902,1642.2173265831466,1.0188679245283019,0.9835434892902525
54,38857,-7.560131398307213,1400.373234602081,519,0.4705335610746535,2.0529461094540733e-06,0.23928110967596602,1,0,3,2.6871713565280975,1637.738732287201,1.0185185185185186,0.9418316373689108
55,39882,7.660725986364824,2125.3117739563504,1025,0.46139164783847136,1.852934804065204e-06,0.23763809109606393,1,1,2,2.777599622525129,1646.6036966811855,1.018181818181818,0.9733848440070192
56,40672,-4.821294485739899,1705.211256406679,790,0.45447246528624824,1.7121789727788909e-06,0.2404932400188114,1,0,2,2.641905084877539,1647.6502602477121,1.0178571428571428,0.9857177998199275
57,41313,-7.527852759442889,1246.7605550004928,641,0.448938079493137,1.6058666941900876e-06,0.25365395976489125,1,0,2,2.463488280591216,1640.6171075240768,1.0175438596491229,0.9767617652723859
58,42454,14.997696108746096,2363.253183971918,1141,0.4392605530583395,1.4326958823100345e-06,0.248026535982604,1,1,1,2.6795953121111276,1653.0763502214534,1.0172413793103448,0.9678284571467188
59,43095,-4.75525861943031,1246.5357286518574,641,0.43391993924768235,1.3437372125712221e-06,0.24771598217988536,1,0,2,2.5535808386951713,1646.185831211799,1.0169491525423728,0.9547134939009638
60,43413,-24.16307195074561,484.28007168143006,318,0.4312957621627672,1.3016765748516934e-06,0.2360051376452236,1,0,3,2.1083032922044915,1626.8207352196264,1.0166666666666666,0.8547339492112428
61,44014,-1.3582859227515893,1297.7095378250672,601,0.42638158050013175,1.2257465676191286e-06,0.23618319734757434,1,0,2,2.051473960811769,1621.425469688568,1.0163934426229508,0.9512580012944416
62,44877,-3.890734469353988,1816.75137646983,863,0.41942761973770226,1.1243957564979212e-06,0.24274224120160934,1,1,3,1.9556318893574824,1624.5758875398785,1.0161290322580645,0.9892322709994884
63,46268,46.37244543179149,4537.62608997137,1391,0.4084686888832375,1e-06,0.23875482744349155,2,2,2,2.6606606757453237,1670.8147796419657,1.0317460317460319,0.9662478247581053
64,46883,-26.40068059409872,1218.4253023955548,615,0.4037197896120879,1e-06,0.24391051209796735,1,0,3,2.2065772184040107,1663.7461940599906,1.03125,0.9651259594212872
65,48544,33.586287792040494,4548.170518210399,1661,0.3911820234986525,1e-06,0.24447086443345206,2,3,3,2.6893419964599565,1708.121952893074,1.0461538461538462,0.982413577439704
66,49019,-22.587187257840565,899.0280610606802,475,0.38767249094959305,1e-06,0.23357465975378688,1,0,3,2.306364280485706,1695.8629545319768,1.0454545454545454,0.966662778630751
67,49660,-24.95851445747602,1073.9046195826486,641,0.38298901484233594,1e-06,0.24033602163218856,1,0,2,1.8994257918594117,1686.5799943088525,1.044776119402985,0.9789375256031679
68,50099,-20.509843492722872,862.6381890051733,439,0.37981592155557997,1e-06,0.246317773140916,1,0,3,1.5698777141449665,1674.4632030543867,1.0441176470588236,0.921336383120175
69,50720,-10.488891688375173,1419.7124211465502,621,0.3753746452269882,1e-06,0.24299009474243327,1,0,2,1.3951129401953992,1670.771162736882,1.0434782608695652,0.9711570288956086
70,51403,-5.871080506853277,1460.851849447071,683,0.3705532327910871,1e-06,0.24021131576940222,1,0,2,1.2913101766661323,1667.7723154041705,1.042857142857143,0.9364724725491459
71,52122,-0.5759069419438667,1791.834923143738,719,0.36554834866445474,1e-06,0.23887395371471806,1,1,3,1.2650113440096535,1669.5196760765587,1.0422535211267605,0.9675669370313101
72,53431,6.416643747216576,4209.129336715084,1309,0.3566192843353968,1e-06,0.23767567593305505,2,2,2,1.336561794054194,1704.7920324743159,1.0555555555555556,0.9911253807250758
73,54575,27.533843559293246,4236.968747211744,1144,0.34900487611198594,1e-06,0.24183671457458522,2,2,3,1.6954286675506194,1739.479384730993,1.0684931506849316,0.9691498192935176
74,56378,49.287942550408076,5383.363995442848,1803,0.33735231853968667,1e-06,0.23814698958927502,2,3,1,2.3385707470486934,1788.7210686595315,1.0810810810810811,0.9696937600344603
75,57019,-27.122032482400247,1069.3646584233895,641,0.33330982953643123,1e-06,0.2392775705389318,1,0,2,1.9457627039893741,1779.1296498563831,1.08,0.9730848710256702
76,58028,-4.547349931136109,2732.9252169656656,1009,0.32705060516212814,1e-06,0.23607625211593652,1,1,2,1.8603270114219332,1791.6795915288737,1.0789473684210527,0.9464081395553554
77,58829,-9.732953049409904,1605.1217974588583,801,0.32217084570221,1e-06,0.2280630839060755,1,0,1,1.7097649327098314,1789.256763034458,1.077922077922078,0.9723750214352412
78,59867,10.328723377421682,2702.4899051769116,1038,0.3159624451153872,1e-06,0.23046556522133033,1,2,3,1.820264399949727,1800.9648802414124,1.0769230769230769,0.9632569007941643
79,60430,-22.64398780717846,1411.2202600385872,563,0.312648599944499,1e-06,0.2325254843949107,1,0,3,1.5105903213784844,1796.031404036313,1.0759493670886076,0.9311573765189535
80,61071,-17.070747221862643,1531.2852928530333,641,0.3089207912032946,1e-06,0.23346666594772555,1,0,2,1.2783236020879702,1792.7220776465224,1.075,0.9174579450694168
81,61652,-23.99057977816013,1120.8249218236308,581,0.30558296195472795,1e-06,0.23451505974576314,1,0,2,0.9663618319614505,1784.427051031425,1.0740740740740742,0.9527705003216003
82,62187,-17.701157089997672,1404.9493343130005,535,0.30254351430554355,1e-06,0.22736741520951842,1,0,3,0.7387091621814611,1779.7992739982733,1.0731707317073171,0.9364362002762652
83,62966,-18.835371967409554,1496.914535754519,779,0.2981756007531796,1e-06,0.22216925659576797,1,0,2,0.5028768594153044,1776.3910241399149,1.072289156626506,0.9735638485033146
84,63867,-15.902905621152897,1955.1144764146475,901,0.29320777100257145,1e-06,0.22252525810925466,1,1,3,0.3075699251228257,1778.5186842860426,1.0714285714285714,0.9783995530081272
85,64688,-17.373006905592693,1334.9895502128013,821,0.2887583292889337,1e-06,0.22118844626410145,1,0,1,0.09956313887911375,1773.3006944734161,1.0705882352941176,0.963982601516711
86,65689,-8.586291829093067,2216.500146609838,1001,0.28343128913068366,1e-06,0.22183665712471012,1,1,2,-0.0014351747019581127,1778.4541764750027,1.069767441860465,0.9821525450595158
87,66688,1.6241358009118336,2592.331415665305,999,0.27822016446503,1e-06,0.22756619695145208,1,1,3,0.017249549155671676,1787.8090872702935,1.0689655172413792,0.9607125234270424
88,67664,0.05971935526009401,2222.197391292617,976,0.2732285831823362,1e-06,0.22387132440983762,1,1,2,0.017732160588676476,1792.7453179978197,1.0681818181818181,0.8838818646068238
89,68428,-3.1241268041322305,1865.3355364520373,764,0.26938866213933965,1e-06,0.22786871507685846,1,1,3,-0.017569625531783154,1793.5609384298896,1.0674157303370786,0.8956439199454347
90,68934,-26.880807154476344,1040.0463776527326,506,0.2668775764032226,1e-06,0.21970758453129308,1,0,3,-0.31605004252005603,1785.1885544212544,1.0666666666666667,0.9791004178265769
91,69575,-6.6859921609291035,1704.4609108900943,641,0.26373280691689044,1e-06,0.21846023723831787,1,0,2,-0.386049406458617,1784.3014374593738,1.065934065934066,0.9390380997007427
92,70132,-9.722261049229704,1367.6906653731921,557,0.2610326910169498,1e-06,0.219406578408912,1,1,3,-0.48752996779308533,1779.7730595019152,1.065217391304348,0.8931312528724124
93,71263,33.88839574866142,4198.491740158615,1131,0.25564173314119654,1e-06,0.2170750632335347,2,1,1,-0.11789635793873587,1805.780787250912,1.075268817204301,0.8972786663623556
94,72854,52.3235526888125,5390.087869955956,1591,0.24826165295971445,1e-06,0.2188170463254173,2,3,2,0.43999139787776664,1843.9117136626678,1.0851063829787233,0.9561465270170671
95,73475,-9.268486419059194,1707.5847318442084,621,0.24544417597972876,1e-06,0.21321429299631556,1,0,2,0.3377968945415881,1842.4766928014208,1.0842105263157895,0.9268458490282697
96,74056,-17.388094294494877,1348.1667498564739,581,0.24283967610497006,1e-06,0.22766950099429248,1,0,2,0.15315219465579158,1837.3276308957445,1.0833333333333333,0.9670960100054706
97,75247,7.821589385417143,4084.85185460063,1191,0.23759435480741162,1e-06,0.2218713115003057,2,1,1,0.2322082481687952,1860.4979837174442,1.092783505154639,0.9268303790708252
98,75868,-5.480005013071929,1828.0072030472788,621,0.23490854631660515,1e-06,0.22266668165867456,1,0,2,0.1739203577479715,1860.1664451391773,1.0918367346938775,0.8801825594308789
99,76489,-26.65986786327906,1116.1387851133,621,0.23225588927063126,1e-06,0.2249797241771279,1,0,2,-0.09712800812098843,1852.6510142298248,1.0909090909090908,0.9226221183298654
100,77310,-4.54890083658159,1941.2472979404856,821,0.22879910543091705,1e-06,0.22426214168272485,1,0,1,-0.14164573640559447,1853.5369770669315,1.09,0.949933832749893
101,78071,-6.5983836387828365,1806.3935565834463,761,0.22564524480759754,1e-06,0.21634482835638538,1,0,1,-1.84205496813614,1855.8851687950478,1.09,0.9519763334802633
102,78590,-21.281365879213077,1243.6353462392544,519,0.22352168749569326,1e-06,0.22266091941810986,1,0,3,-2.251678472539056,1853.0362266022307,1.09,0.9018951458817229
103,79411,-6.21640029737928,1865.942949992539,821,0.22020714822526832,1e-06,0.21488440840819287,1,0,1,-2.2998350012177315,1857.7552568694075,1.09,0.9626466913354815
104,80232,1.1302795153066825,2160.345275746993,821,0.21694658929821797,1e-06,0.2147622464426615,1,0,1,-2.345528860268438,1869.029916267764,1.09,0.9657478185353582
105,80813,-23.46183629668065,1116.4958960912595,581,0.21467131487636965,1e-06,0.22307072733745312,1,0,2,-2.7307715518258,1857.6925593662045,1.09,0.9407657316732578
106,81118,-22.64711091426068,674.9634151652333,305,0.21348743436220588,1e-06,0.22553820503784008,1,0,3,-2.9618076624263185,1849.0253941787541,1.09,0.8086627708083461
107,81699,-15.956414235527449,1495.2600739942413,581,0.21125212268749197,1e-06,0.22277559817042492,1,0,2,-3.591161844700061,1834.4485080461213,1.09,0.9583886360689389
108,82480,-9.024887894623305,2016.3260712081747,781,0.20828797479307745,1e-06,0.22234724079486504,1,1,3,-3.5909671092340485,1835.3061765335174,1.09,0.9663714221455677
109,83241,2.557528567754387,1912.1169515490212,761,0.20544392989969096,1e-06,0.22308401053137442,1,0,1,-3.323162027893304,1836.6563490081005,1.09,0.9061861405826277
110,84031,-5.589403480209414,2171.465527274625,790,0.20253694149050563,1e-06,0.2249269723326345,1,0,2,-3.2410384435185087,1844.431216370775,1.09,0.9279516887553839
111,84425,-21.208415625104283,876.2691679889372,394,0.20110420279576424,1e-06,0.2185146195369626,1,0,3,-3.3092905155768375,1843.569345165749,1.09,0.8806686944817907
112,85043,-27.293672342306397,1412.8798291433618,618,0.1988795316387305,1e-06,0.22516770536098088,1,0,3,-3.6346474867339045,1836.4816235951948,1.09,0.9784126247054721
113,85664,-13.183394585499133,1549.249051775235,621,0.1966715875708248,1e-06,0.22100111561408942,1,0,2,-3.9246028248055502,1833.1750594842335,1.09,0.9107990358895448
114,86162,-11.955059221686845,1263.0639862771975,498,0.19492067258966558,1e-06,0.2227662917241514,1,1,3,-4.158931345220116,1826.3558875805456,1.09,0.9606519376837359
115,87103,12.206311493141456,2352.3719057158237,941,0.1916594498948756,1e-06,0.22869614353373757,1,0,0,-3.889219218656525,1838.6681304831377,1.09,0.9123383754860779
116,87844,1.8979297810642117,1949.9594506703295,741,0.18913421505603584,1e-06,0.2250898259285933,1,0,1,-3.742865492831581,1848.5636171360866,1.09,0.888185971480019
117,88485,-12.838481005647614,1388.9416401494811,641,0.18697975402173667,1e-06,0.2266939456128572,1,0,2,-3.9152907514529844,1850.1327724223386,1.09,0.917732716776117
118,89017,-22.189129809508927,1130.4906607224455,532,0.18521250786092536,1e-06,0.22280622027198174,1,0,3,-4.003027645057895,1852.4352092430609,1.09,0.936881000872646
119,89716,-3.547537064749392,1799.708779012391,699,0.18291890662871627,1e-06,0.22210889195061378,1,1,3,-4.061439730915188,1855.7663884400088,1.09,0.963850551998879
120,90217,-25.47188401786714,983.1343011265986,501,0.18129461049788767,1e-06,0.2220294771199217,1,0,3,-4.252515922663883,1852.1125486616165,1.09,0.9650804847178278
121,90858,-2.485499469218193,1629.4059114501722,641,0.17924001170931592,1e-06,0.22975812719295066,1,0,2,-4.623946690053668,1843.3282775453658,1.09,0.9450860241274702
122,91499,4.153852703466434,1968.9942902844327,641,0.17721158475729198,1e-06,0.23272454665389708,1,0,2,-4.569914991705609,1849.8950108494776,1.09,0.7684191158661485
123,92606,19.233800552806464,4048.979436865008,1107,0.17376916843515744,1e-06,0.23961756027757097,2,2,3,-4.52240291840651,1873.9772391777542,1.1,0.9137992938238267
124,93502,-3.913583422280479,2285.783750883303,896,0.17103816778526523,1e-06,0.2311442763145481,1,1,3,-4.5588145475936095,1881.4828430458917,1.1,0.8629600218414188
125,93957,-15.313881249719444,1257.6890036873265,455,0.1696699552671702,1e-06,0.2223041295022755,1,0,3,-4.855586690152622,1873.6327232574608,1.1,0.8707976134683577
126,95380,27.274694136573665,4910.469521600889,1423,0.1654703915882011,1e-06,0.22993111940793226,2,2,3,-4.598987756636129,1903.5447006572026,1.11,0.9583202846496334
127,96057,14.64062234626155,2542.349429048673,677,0.16351399716532505,1e-06,0.21809620874627125,1,1,3,-4.7058401632687,1903.5328219163669,1.11,0.8087139621574633
128,96698,-20.090164176978966,1258.4079282850887,641,0.16168589092043084,1e-06,0.2217152955623666,1,0,2,-4.9360823213668015,1898.9343918609907,1.11,0.9573456803461191
129,97041,-19.311218391404775,858.6131072289178,343,0.1607172519390667,1e-06,0.22352614681679028,1,0,3,-4.9007364231500885,1896.0411075593147,1.11,0.8437040193483747
130,98172,34.96186516079222,4184.925719968636,1131,0.15756995779239047,1e-06,0.2186615839369997,2,1,1,-4.639539289988752,1918.583220127476,1.12,0.8871597675609484
131,99478,42.049731734075124,4899.31009325213,1306,0.15402315340970615,1e-06,0.22215951474563178,2,2,2,-4.4883662923942165,1940.4210505729018,1.13,0.9458402821868293
132,100239,5.543696908542736,2368.8250671841392,761,0.15199876568409953,1e-06,0.21891437051878965,1,0,1,-4.6277880918018655,1920.655889988876,1.12,0.7885434408354383
133,101569,33.98851638870852,4911.164096166631,1330,0.14853388571890278,1e-06,0.212953344542057,2,2,2,-4.155631472132302,1955.5520212042156,1.13,0.9176008669929773
134,103029,32.473408661821416,4652.559291312345,1460,0.14483496333967746,1e-06,0.21122749795346227,2,4,3,-3.69568343174955,1986.504496792831,1.14,0.9711573997060678
135,103590,-32.29977454812892,967.2956119218211,561,0.14344214338259126,1e-06,0.2120995985579788,1,0,3,-3.976341032446305,1978.0685080451,1.14,0.9406236879013565
136,104231,-2.1986601318857164,1922.1449087213696,641,0.14186971590054653,1e-06,0.20285235506347302,1,0,2,-3.9585003386306594,1983.121047519425,1.14,0.8421367288017676
137,105672,39.48179671495011,4980.508483492171,1441,0.138407559988369,1e-06,0.20650379922005718,2,4,3,-3.4610620362251807,2021.5749519480485,1.15,0.9642932625930444
138,106493,-9.532234648104145,1886.724788433343,821,0.136479183153812,1e-06,0.2098838739986469,1,0,1,-3.645761802280362,2023.4689737751576,1.15,0.9347566677291312
139,108368,23.835370852061338,5587.504207216312,1875,0.13219209899443293,1e-06,0.2087360390663147,2,4,3,-3.3048180514571333,2063.303735163456,1.16,0.9718670749501888
140,108989,-20.239997329345062,1482.5320257420985,621,0.13080729058638693,1e-06,0.21260813411907106,1,0,2,-3.3248722559657837,2063.9366310832593,1.16,0.7269329807710403
141,109790,-10.51548701625556,1861.0226523960284,801,0.12904630097953917,1e-06,0.21121771745709295,1,0,1,-3.379635078465818,2070.447840866072,1.16,0.8832312621519979
142,110179,-10.001164823408953,1168.4023930537553,389,0.1282012124150847,1e-06,0.2057967521250248,1,1,3,-3.3007844905120742,2070.9607853570938,1.16,0.8074384650675447
143,111109,-14.992678063144673,2681.715315854441,930,0.12620727100428394,1e-06,0.20822798368591133,1,1,3,-3.4135758697612704,2075.1586442843814,1.16,0.8209402654244258
144,111917,-10.811777302644192,2020.034743338585,808,0.12450475488531752,1e-06,0.20860254753030616,1,1,3,-3.6592736177351695,2074.069914497124,1.16,0.9574839978417727
145,112478,-13.85294325945012,1588.3971410728889,561,0.12333876497094859,1e-06,0.2084572910399254,1,0,2,-3.6621451332780635,2079.1278576948257,1.16,0.8073090257879795
146,113692,9.679463689317211,4210.6853368896955,1214,0.12085991477495363,1e-06,0.2091145638339651,2,2,3,-3.7315242445252803,2102.3281566583696,1.17,0.9556264510975816
147,114271,-11.073605550245261,1958.8155457260111,579,0.11969869340983509,1e-06,0.21092708390173928,1,0,3,-3.6012252802641807,2113.7541285949123,1.17,0.6758147694506115
148,115318,3.8736646447403587,2818.533032948908,1047,0.11763270911651835,1e-06,0.21037056567476495,1,2,3,-3.508352573006474,2128.65827665073,1.17,0.9899331428326443
149,115794,-5.851182333211113,1538.1462657879856,476,0.11670765596521354,1e-06,0.2111373478233689,1,1,3,-3.4396417433416997,2131.71963974941,1.17,0.75701044380887
150,116576,0.30532466732986663,2337.053129579378,782,0.11520691461446748,1e-06,0.2148199740492398,1,1,3,-3.3618114071480396,2144.0960989607693,1.17,0.9705268755369576
151,117209,-13.075109465686479,1838.9784527614847,633,0.11400919265255832,1e-06,0.21946423381896568,1,1,3,-3.57872185359677,2146.109974572456,1.17,0.9448068019318858
152,117790,-12.808592457203599,1433.2801515572594,581,0.11292312808945439,1e-06,0.21657887676317186,1,0,2,-3.450060475331526,2149.775337895964,1.17,0.8410342683763873
153,118351,-17.79318409219391,1472.712684889187,561,0.11188635775031706,1e-06,0.2145249017791527,1,0,2,-3.5216821381222614,2150.171567528134,1.17,0.7406410258826025
154,118819,-8.531130739681023,1403.7815159608292,468,0.11103031397643114,1e-06,0.20661239029091394,1,1,3,-3.531392131536,2150.205650341721,1.17,0.852625805274764
155,119558,-7.4061126265466966,1890.506273518754,739,0.10969477984510928,1e-06,0.21102771545597762,1,1,3,-3.682060517665115,2147.857595337345,1.17,0.9319507737769311
156,120179,-2.2673617430308277,1957.5607057664156,621,0.10858766012455295,1e-06,0.21448370822721824,1,0,2,-3.656521190238024,2150.381089830943,1.17,0.6672379142656325
