timestep,episodes,mean_reward,mean_score,mean_stage,mean_length,q1_loss,q2_loss,policy_loss,alpha,entropy,eval_stage1_mean_stage,eval_stage1_mean_reward,eval_stage3_mean_stage,eval_stage3_mean_reward,eval_stage5_mean_stage,eval_stage5_mean_reward,eval_overall_mean_stage,eval_overall_mean_reward
160000,173,5386.700350222643,3306.065990495995,1.44,953.73,309.39577423095704,298.4188262176514,-599.2366748046875,0.7443134784698486,0.5709000352025032,,,,,,,,
161000,174,5388.705725411782,3308.8779690473543,1.44,953.93,243.08973747253418,237.23152214050293,-595.8147729492188,0.7761332988739014,0.5399154904484749,,,,,,,,
162000,176,5408.120491694617,3317.361663334556,1.44,955.74,259.4046014404297,222.14987548828125,-592.0915802001953,0.756470799446106,0.553930187523365,,,,,,,,
163000,177,5403.678345412931,3314.59787130301,1.44,955.74,272.3556202697754,311.9102020263672,-592.1477416992187,0.7484298944473267,0.5414558437466621,,,,,,,,
164000,177,5403.678345412931,3314.59787130301,1.44,955.74,320.192152633667,320.9752685546875,-587.9350299072265,0.7664123177528381,0.5553993168473244,,,,,,,,
165000,178,5437.721036847395,3339.371559779321,1.44,960.58,208.84326690673828,217.15211051940918,-590.1648773193359,0.7453449964523315,0.5475303107500076,,,,,,,,
166000,179,5491.479564597598,3371.407180072846,1.45,968.7,233.0543084716797,230.5048358154297,-590.3347265625,0.7443062663078308,0.5549041020870209,,,,,,,,
167000,180,5521.768627701493,3389.5071117453404,1.46,971.11,303.20867347717285,315.0748352813721,-590.6739349365234,0.7396084070205688,0.5478146079182625,,,,,,,,
168000,181,5518.768059495495,3390.325651038196,1.46,971.41,265.9475868988037,253.91294235229492,-591.3202587890624,0.7296391725540161,0.5494530838727951,,,,,,,,
169000,181,5518.768059495495,3390.325651038196,1.46,971.41,218.43890899658203,218.40757064819337,-587.4829895019532,0.7488791942596436,0.5572088027000427,,,,,,,,
170000,182,5565.147654626065,3415.2434993034467,1.47,975.47,295.80115295410155,275.81822021484373,-589.2606561279297,0.7411073446273804,0.5461244627833366,,,,,,,,
171000,183,5554.522265304204,3410.9130114120426,1.47,974.27,234.6590662384033,224.64764755249024,-584.8236096191406,0.735938549041748,0.5432096338272094,,,,,,,,
172000,184,5539.922886386991,3404.0733608340174,1.47,972.76,247.01227111816405,272.0636004638672,-586.1348974609375,0.7503750324249268,0.5522057282924652,,,,,,,,
173000,185,5540.347434408019,3402.7095985413894,1.47,972.14,237.37105331420898,233.0701190185547,-585.0177807617188,0.7680768966674805,0.5446156546473503,,,,,,,,
174000,187,5402.64384639954,3329.230811685659,1.45,955.04,218.89867553710937,228.13469062805177,-586.4771612548828,0.7499785423278809,0.5533245202898979,,,,,,,,
175000,188,5359.235152136355,3305.305350671026,1.44,949.45,164.80892768859863,175.05153900146485,-586.5329992675781,0.7560487985610962,0.5518570378422737,,,,,,,,
176000,189,5379.430303566343,3315.058941519646,1.44,951.66,195.77451622009278,177.06059501647948,-585.1214013671874,0.7460993528366089,0.5548224166035652,,,,,,,,
177000,190,5365.426568937268,3306.2907495876652,1.44,949.48,278.19451919555667,267.56279335021975,-585.313876953125,0.7579629421234131,0.5497515586018562,,,,,,,,
178000,191,5400.804272581048,3326.7616317515653,1.44,955.11,215.33192794799805,214.3501946258545,-581.7006958007812,0.7509181499481201,0.5317714262008667,,,,,,,,
179000,193,5332.118399503924,3293.2585135010477,1.43,944.07,215.60888633728027,218.60637168884278,-581.6893426513672,0.7355933785438538,0.5569632008671761,,,,,,,,
180000,193,5332.118399503924,3293.2585135010477,1.43,944.07,203.38894317626952,207.7340037536621,-581.3788189697266,0.7363343238830566,0.5541086027026176,,,,,,,,
181000,194,5407.8962422319255,3338.2244202948295,1.44,954.33,217.87838848114015,213.34940635681153,-583.5966809082031,0.7490866184234619,0.5459616699814797,,,,,,,,
182000,195,5259.489108844,3253.2887455659115,1.42,938.92,245.7117250061035,245.72369468688964,-581.3313287353516,0.7326881885528564,0.5524827921390534,,,,,,,,
183000,196,5326.288647247475,3291.319585531967,1.43,947.9,211.0282154083252,218.04912384033204,-581.82681640625,0.7505134344100952,0.5485755029320717,,,,,,,,
184000,196,5326.288647247475,3291.319585531967,1.43,947.9,249.03239082336427,247.00271965026855,-581.9324591064453,0.7222918272018433,0.5525369817018508,,,,,,,,
185000,198,5398.588589999853,3328.2270961222985,1.44,957.16,211.41539154052734,210.45544563293458,-582.9078717041016,0.7338383197784424,0.5487142181396485,,,,,,,,
186000,198,5398.588589999853,3328.2270961222985,1.44,957.16,189.7627124786377,194.21343696594238,-581.9888861083984,0.7442923784255981,0.5613887146115303,,,,,,,,
187000,200,5342.465715720558,3298.045183939371,1.43,949.51,263.470192489624,264.0441815948486,-579.0874389648437,0.7346854209899902,0.5485809302330017,,,,,,,,
188000,201,5341.722056117445,3297.6889839839487,1.43,948.73,253.55377960205078,265.1005462646484,-581.4594641113281,0.7291090488433838,0.5479544585943222,,,,,,,,
189000,202,5402.462807816487,3330.6268846633075,1.44,955.52,174.00642288208007,165.00994644165038,-584.9002062988282,0.7217973470687866,0.5622050476074218,,,,,,,,
190000,202,5402.462807816487,3330.6268846633075,1.44,955.52,240.7220174407959,245.47314071655273,-580.2773901367187,0.7298505902290344,0.5578367096185685,,,,,,,,
191000,203,5461.640933166928,3361.4058873312733,1.45,960.42,283.65323516845706,285.3877826690674,-575.6030401611329,0.7452433109283447,0.5504503697156906,,,,,,,,
192000,204,5500.885518377929,3384.4088613799086,1.46,965.92,186.67692008972168,186.32059036254884,-578.3758624267579,0.7311021089553833,0.5587276586890221,,,,,,,,
193000,205,5456.9548179724625,3362.986844637442,1.45,962.02,207.73013290405274,203.97175827026368,-582.4481140136719,0.7237907648086548,0.5394167098402977,,,,,,,,
194000,207,5361.807630503317,3307.220851882517,1.44,949.35,190.24648376464845,200.13478401184082,-577.3015844726563,0.7204427719116211,0.547503583431244,,,,,,,,
195000,207,5361.807630503317,3307.220851882517,1.44,949.35,252.38488567352294,255.5753784942627,-579.8550756835938,0.7278637886047363,0.5346870082616806,,,,,,,,
196000,208,5400.4498455669755,3327.2937417722064,1.45,953.65,211.52571350097656,204.00760818481444,-578.7948608398438,0.7064898014068604,0.5442514109611511,,,,,,,,
197000,209,5374.3976952592275,3311.461624480493,1.45,950.25,176.08434097290038,166.388786239624,-575.4738861083985,0.7113900184631348,0.5436840185523033,,,,,,,,
198000,210,5442.692405411919,3350.41218846593,1.46,958.17,182.4466736984253,182.38348091125488,-578.3977734375,0.7214394807815552,0.5478369605541229,,,,,,,,
199000,210,5442.692405411919,3350.41218846593,1.46,958.17,155.49240085601807,157.16456504821778,-576.4771014404297,0.715847373008728,0.5410196304321289,,,,,,,,
200000,212,5410.256038764774,3333.4149737814855,1.45,953.24,184.94644149780274,188.47470840454102,-580.2149298095703,0.730412483215332,0.5603532508015633,,,,,,,,
201000,213,5376.240445432237,3315.742670569644,1.44,949.54,300.92436866760255,270.8932132720947,-578.822333984375,0.7030198574066162,0.5543281951546669,,,,,,,,
202000,214,5390.521301239432,3321.9539928786603,1.44,952.06,173.15500663757325,180.95703598022462,-579.6164428710938,0.7039444446563721,0.5491897240281105,,,,,,,,
203000,215,5358.163511407923,3305.470074762499,1.43,948.53,202.83969131469726,205.26449222564696,-577.5478546142579,0.709416925907135,0.5454393956065178,,,,,,,,
204000,216,5415.199949182338,3339.931652090041,1.44,954.57,195.90739753723145,176.77182804107667,-574.3526287841797,0.6942412257194519,0.5506595343351364,,,,,,,,
205000,217,5428.423008184967,3347.5291418733914,1.44,955.65,217.30216758728028,221.7105768585205,-574.9547149658204,0.6935675144195557,0.5566746658086776,,,,,,,,
206000,219,5484.432737556562,3380.4985846050577,1.45,962.97,224.61379905700684,213.7216180419922,-576.7058758544922,0.6888371109962463,0.5534163051843644,,,,,,,,
207000,220,5488.133291750345,3380.6422501142606,1.45,964.77,188.04050651550293,190.4487190246582,-571.4903076171875,0.7005940675735474,0.5420165020227432,,,,,,,,
208000,220,5488.133291750345,3380.6422501142606,1.45,964.77,190.8101835632324,180.25786567687987,-575.9334466552734,0.6926815509796143,0.5489716747403145,,,,,,,,
209000,222,5547.205071649453,3407.396059553035,1.46,970.29,151.5026892852783,151.76005252838135,-573.1369171142578,0.6759954690933228,0.541091560125351,,,,,,,,
210000,223,5500.74819011688,3383.333253668916,1.45,965.75,189.08837814331054,194.79149185180665,-572.711401977539,0.6977251172065735,0.5437890103459359,,,,,,,,
211000,224,5554.815458753684,3415.074351983337,1.46,972.05,179.82380172729492,174.88624839782716,-568.7918487548828,0.6922563314437866,0.542198865711689,,,,,,,,
212000,225,5610.652951898667,3441.624468799525,1.47,977.67,166.88275985717775,161.4117160797119,-567.7831884765625,0.7217352390289307,0.5502730351686478,,,,,,,,
213000,226,5570.189937358303,3421.108377209658,1.46,975.28,181.2612149810791,189.68303302764892,-568.7192938232422,0.6914958953857422,0.5522952052950859,,,,,,,,
214000,227,5558.508176048619,3413.613203669189,1.46,972.8,147.73741645812987,149.88320762634277,-567.7562408447266,0.6953566074371338,0.5482020154595375,,,,,,,,
215000,227,5558.508176048619,3413.613203669189,1.46,972.8,207.38753715515136,199.3483214569092,-562.025160522461,0.6964922547340393,0.5507358029484749,,,,,,,,
216000,228,5650.962065031363,3463.068710507052,1.47,980.47,190.3121230316162,182.67736846923827,-569.4900170898437,0.6970801949501038,0.5386035344004632,,,,,,,,
217000,228,5650.962065031363,3463.068710507052,1.47,980.47,193.89016815185548,199.8920537185669,-565.3129217529297,0.6791356801986694,0.5564931127429008,,,,,,,,
218000,229,5706.135447528243,3490.3325812143007,1.48,985.7,273.9635758590698,272.8844689941406,-563.3388305664063,0.6871496438980103,0.5499612540006638,,,,,,,,
219000,231,5702.409778099191,3490.0216993551026,1.48,984.99,214.6745471191406,212.40361206054686,-565.8453497314454,0.6850354671478271,0.5549841386079788,,,,,,,,
220000,231,5702.409778099191,3490.0216993551026,1.48,984.99,191.86304489135742,190.66217391967774,-564.4538464355469,0.6891028881072998,0.544866729080677,,,,,,,,
221000,232,5704.0282949752245,3491.228024053701,1.48,984.59,177.52830062866212,195.50605979919433,-566.1920880126953,0.6882725358009338,0.5509483528137207,,,,,,,,
222000,232,5704.0282949752245,3491.228024053701,1.48,984.59,202.2014525604248,206.9151091003418,-567.857172241211,0.6856274604797363,0.5468033844232559,,,,,,,,
223000,233,5788.736771646909,3538.473627808895,1.49,992.16,199.3362074279785,206.53798179626466,-565.041337890625,0.6804684400558472,0.5534212225675583,,,,,,,,
224000,235,5778.330987546793,3531.8425889783557,1.49,987.86,207.45095497131348,206.34845886230468,-563.3232537841797,0.6766954660415649,0.5570494592189789,,,,,,,,
225000,235,5778.330987546793,3531.8425889783557,1.49,987.86,343.90320335388185,351.80209381103515,-566.2905236816406,0.659198522567749,0.5532194009423256,,,,,,,,
226000,236,5858.412551140569,3577.964768238025,1.5,997.01,262.0837398529053,288.1431712341309,-564.6773376464844,0.6645378470420837,0.5534644320607185,,,,,,,,
227000,237,5899.280804107609,3602.3582679831197,1.51,1000.85,159.7598742675781,165.50505268096924,-562.2833959960938,0.6732593774795532,0.5525122311711311,,,,,,,,
228000,239,5920.310783122863,3613.653749285253,1.51,1003.11,277.0369467163086,287.2075065612793,-561.18333984375,0.6658130884170532,0.5424486273527145,,,,,,,,
229000,240,5845.008833339483,3573.214984451348,1.5,994.3,204.28875213623047,205.88594608306886,-568.2029034423828,0.677001416683197,0.555455524623394,,,,,,,,
230000,242,5796.7274580477315,3546.8650722079783,1.49,986.89,164.00933868408202,166.269384765625,-563.4258099365235,0.6824319362640381,0.5499218681454658,,,,,,,,
231000,242,5796.7274580477315,3546.8650722079783,1.49,986.89,175.95234817504883,174.0033829498291,-564.175322265625,0.6633806228637695,0.552099532186985,,,,,,,,
232000,244,5862.650636637883,3581.5866330526733,1.5,992.79,174.6604006576538,164.6890512084961,-565.44978515625,0.6760397553443909,0.5422528001666069,,,,,,,,
233000,244,5862.650636637883,3581.5866330526733,1.5,992.79,184.48657150268554,186.36406143188478,-562.65033203125,0.6612386703491211,0.5623618203401566,,,,,,,,
234000,244,5862.650636637883,3581.5866330526733,1.5,992.79,206.19273590087892,212.37249908447265,-565.563851928711,0.6695183515548706,0.55007188975811,,,,,,,,
235000,246,5974.754906522598,3647.969444600236,1.51,1006.53,197.10872173309326,206.0496940612793,-560.3288043212891,0.6715192198753357,0.5431612277030945,,,,,,,,
236000,247,5960.291866294323,3641.5025100955845,1.51,1004.59,218.46273643493652,219.065767288208,-562.4512664794922,0.6687240600585938,0.5465178889036179,,,,,,,,
237000,248,6046.4423698726405,3685.6547284979374,1.52,1014.65,169.90630382537842,183.63141815185546,-561.0668371582032,0.6861189603805542,0.5606909412145614,,,,,,,,
238000,248,6046.4423698726405,3685.6547284979374,1.52,1014.65,168.4165234375,163.7291984939575,-561.2853533935547,0.6758395433425903,0.5484181001782418,,,,,,,,
239000,249,6086.746284839806,3706.8682561661985,1.53,1018.9,178.8486125564575,176.62390869140626,-559.4656524658203,0.6683378219604492,0.5461629942059517,,,,,,,,
240000,250,6154.116793532545,3742.8352298194054,1.54,1026.68,241.58218078613282,243.5374946975708,-558.3759979248047,0.6488306522369385,0.5586300978064537,,,,,,,,
241000,251,6064.29009671086,3687.3632832832513,1.53,1016.26,144.91030235290526,141.83253639221192,-559.8201675415039,0.6527841091156006,0.5524588397145271,,,,,,,,
242000,251,6064.29009671086,3687.3632832832513,1.53,1016.26,187.61049137115478,179.6874270629883,-560.1594006347656,0.6816281080245972,0.5552479168772697,,,,,,,,
243000,252,6058.905696692734,3686.9865143746665,1.53,1016.43,196.8747300720215,167.10318153381348,-561.7256072998047,0.6730800867080688,0.5449707356095314,,,,,,,,
244000,253,6012.771726656905,3661.4676883671464,1.52,1010.16,258.02585693359373,259.4848773956299,-560.5003146362304,0.6677243709564209,0.5604275819659233,,,,,,,,
245000,253,6012.771726656905,3661.4676883671464,1.52,1010.16,175.91466964721678,181.91369136810303,-561.4682836914062,0.6709703803062439,0.551961162686348,,,,,,,,
246000,255,6040.0068225770365,3684.6900032151134,1.52,1012.96,205.52433448791504,199.26586124420166,-561.8783605957032,0.6762841939926147,0.5530092364549637,,,,,,,,
247000,255,6040.0068225770365,3684.6900032151134,1.52,1012.96,268.98343700408935,254.62700649261475,-560.5471618652343,0.6748324632644653,0.5545742684602737,,,,,,,,
248000,256,6132.876443558446,3736.3984265066747,1.53,1023.61,181.8924013519287,179.40439651489257,-562.9716168212891,0.672541081905365,0.5562481087446213,,,,,,,,
249000,257,6191.52724590017,3766.2717162122776,1.54,1029.87,219.33186416625978,220.35643989562988,-561.908701171875,0.6678721308708191,0.54953708589077,,,,,,,,
250000,258,6187.898655097141,3764.1378408587216,1.54,1029.27,179.10954627990722,178.6285849761963,-563.08607421875,0.6745906472206116,0.5533726876974105,,,,,,,,
251000,258,6187.898655097141,3764.1378408587216,1.54,1029.27,300.4692175674438,298.046969833374,-559.7623400878906,0.6622545719146729,0.5537511155009269,,,,,,,,
252000,259,6267.104330881944,3809.508243130033,1.55,1039.97,256.9262427520752,261.0459645843506,-562.9770812988281,0.65938800573349,0.5566498357057571,,,,,,,,
253000,260,6309.458004624555,3834.528915273697,1.56,1044.42,220.53670715332032,225.0971929168701,-564.7906860351562,0.6673650741577148,0.5477071934938431,,,,,,,,
254000,261,6338.322530872558,3851.7954615060626,1.57,1047.57,162.97928840637206,169.0027926635742,-559.424375,0.6747965216636658,0.5440195515751839,,,,,,,,
255000,262,6401.8866682501775,3885.379586633636,1.58,1055.63,186.67337509155274,187.12817062377928,-561.7114703369141,0.6881921291351318,0.544542847275734,,,,,,,,
256000,263,6449.582994448542,3911.7742964649656,1.59,1061.63,174.402713470459,174.36931343078612,-563.1088562011719,0.6828572750091553,0.5472119602560997,,,,,,,,
257000,265,6339.165676837821,3854.9690917607,1.57,1048.48,274.27850791931155,272.26731086730956,-559.6873306274414,0.6798025965690613,0.5450283700227737,,,,,,,,
258000,265,6339.165676837821,3854.9690917607,1.57,1048.48,172.87712532043457,170.98059906005858,-559.3493029785157,0.6757014989852905,0.5538327771425248,,,,,,,,
259000,267,6352.210018476401,3860.715661268324,1.57,1048.59,232.75091751098634,236.7252112197876,-560.0800885009766,0.6769741177558899,0.5580477666854858,,,,,,,,
260000,268,6359.822249596901,3864.7548569124374,1.57,1050.73,307.620691986084,309.07869239807127,-561.9046197509765,0.6808451414108276,0.5475988826155662,,,,,,,,
261000,269,6278.721657150272,3820.3070038399314,1.56,1039.93,250.51385807037354,252.262275390625,-560.1781921386719,0.6779640316963196,0.553018809556961,,,,,,,,
262000,270,6276.296386657113,3820.379253615801,1.56,1040.19,321.8120805358887,318.3067082977295,-557.4290838623047,0.6736356019973755,0.5458979266881943,,,,,,,,
263000,271,6323.05931152938,3843.818232158584,1.57,1044.28,221.32480319976807,225.11070095062257,-556.5858392333985,0.6769208908081055,0.5506528168916702,,,,,,,,
264000,272,6389.840203704991,3881.221932862474,1.58,1051.78,234.4532154083252,240.876473236084,-559.4482397460938,0.6841993927955627,0.5403940117359162,,,,,,,,
265000,272,6389.840203704991,3881.221932862474,1.58,1051.78,248.17458435058595,253.253052444458,-557.4495135498047,0.6893240213394165,0.5509506103396415,,,,,,,,
266000,274,6399.277500737347,3884.9515653957524,1.58,1052.98,240.87193283081055,242.7293738555908,-555.8569229125976,0.6800681352615356,0.553784271478653,,,,,,,,
267000,274,6399.277500737347,3884.9515653957524,1.58,1052.98,153.83209114074708,155.6193212890625,-554.5281356811523,0.6775691509246826,0.54419911891222,,,,,,,,
268000,276,6455.980197339285,3916.7270654579816,1.59,1059.14,341.720746307373,341.64613510131835,-556.4859326171875,0.6798635721206665,0.5390624612569809,,,,,,,,
269000,276,6455.980197339285,3916.7270654579816,1.59,1059.14,211.22952430725098,209.05726150512695,-557.2763717651367,0.6750913858413696,0.5602023050189018,,,,,,,,
270000,277,6603.67725140503,4001.849252433033,1.61,1074.27,212.60980674743652,205.63250122070312,-552.5200543212891,0.679858922958374,0.5472217550873757,,,,,,,,
271000,278,6521.459708230911,3953.1962531269255,1.6,1063.06,196.40165126800537,198.7460737991333,-556.9996691894531,0.66484135389328,0.5601924660801888,,,,,,,,
272000,278,6521.459708230911,3953.1962531269255,1.6,1063.06,175.46611267089844,172.09967750549316,-556.4916119384766,0.6856985092163086,0.5529547894001007,,,,,,,,
273000,279,6592.376123228039,3993.857999572121,1.61,1068.14,214.36047912597655,215.98283451080323,-558.5967779541015,0.6696597337722778,0.5541889578104019,,,,,,,,
274000,279,6592.376123228039,3993.857999572121,1.61,1068.14,291.78400268554685,288.703318939209,-556.206195678711,0.6683152318000793,0.5583080083131791,,,,,,,,
275000,280,6713.8705621027275,4065.112757790141,1.62,1082.08,259.576877784729,267.7550168609619,-556.764970703125,0.6764199137687683,0.5389535897970199,,,,,,,,
276000,281,6676.807753065867,4043.219926915797,1.61,1077.52,164.60127365112305,171.67679649353028,-553.505046081543,0.6595050096511841,0.5528952497243881,,,,,,,,
277000,282,6612.238170176076,4010.627353850519,1.6,1070.13,261.8604697418213,261.24663635253904,-555.2003277587891,0.6547450423240662,0.5471262890100479,,,,,,,,
278000,283,6608.125921667956,4005.738324561236,1.6,1067.33,233.63600120544433,231.1465306854248,-555.9754406738281,0.6784952282905579,0.5494533708691597,,,,,,,,
279000,284,6687.789166826835,4049.692749916821,1.61,1076.88,307.3318475341797,304.8248554992676,-553.8270941162109,0.6657955646514893,0.5557696670293808,,,,,,,,
280000,285,6642.904753304541,4025.0349915114657,1.6,1071.6,255.41920166015626,249.19193199157715,-556.4608135986329,0.6705499887466431,0.5502295336127281,,,,,,,,
281000,286,6655.099815104832,4030.3261145364504,1.6,1072.88,257.43785110473635,242.1339567565918,-553.66275390625,0.6674866080284119,0.5321628195047379,,,,,,,,
282000,287,6713.817249842977,4060.5132085195432,1.61,1079.09,180.17744064331055,177.34051445007324,-556.3017260742188,0.6761232614517212,0.5377897217869758,,,,,,,,
283000,289,6664.48475105917,4032.6814161645534,1.6,1072.65,263.1322219848633,268.6315785217285,-552.0626446533203,0.6678259968757629,0.5454503414034844,,,,,,,,
284000,289,6664.48475105917,4032.6814161645534,1.6,1072.65,323.3038479614258,331.3121537017822,-551.1727893066407,0.6613097190856934,0.5644108301401138,,,,,,,,
285000,290,6734.022688203317,4067.2152445141296,1.61,1079.95,184.11416610717774,180.51921543121338,-554.8693237304688,0.6802918314933777,0.535592385828495,,,,,,,,
286000,290,6734.022688203317,4067.2152445141296,1.61,1079.95,306.16535125732423,306.7288307189941,-555.5680938720703,0.6821910738945007,0.5615646415948867,,,,,,,,
287000,292,6747.340893622708,4075.1894067805133,1.61,1083.67,202.51547340393066,203.7361750793457,-549.973187866211,0.6538638472557068,0.5597844085097313,,,,,,,,
288000,293,6801.442507586042,4104.997804695765,1.62,1090.22,205.06732299804688,202.7958162689209,-551.1961059570312,0.6601409912109375,0.5378674483299255,,,,,,,,
289000,293,6801.442507586042,4104.997804695765,1.62,1090.22,208.19735496520997,210.2611396789551,-552.831430053711,0.6548595428466797,0.5477836629748345,,,,,,,,
290000,294,6798.811724351423,4103.675777596196,1.62,1089.41,210.32508079528807,212.51061611175538,-548.0331402587891,0.6652978658676147,0.5390072044730186,,,,,,,,
291000,294,6798.811724351423,4103.675777596196,1.62,1089.41,151.56082389831542,155.14148979187013,-552.1490298461914,0.6568438410758972,0.5485465151071548,,,,,,,,
292000,295,6888.73756604398,4153.809594582785,1.63,1099.65,191.70744407653808,187.7828456878662,-548.3645950317383,0.6653545498847961,0.5455491310358047,,,,,,,,
293000,296,6915.694232480259,4170.39989237339,1.63,1102.36,305.675283203125,306.0097034454346,-549.5474395751953,0.6552948951721191,0.5481234890222549,,,,,,,,
294000,297,6855.015780676325,4137.697135971236,1.62,1094.17,404.7910104370117,416.9600833129883,-551.2586993408203,0.6539821624755859,0.5526275655627251,,,,,,,,
295000,298,6890.796090063942,4158.223820964892,1.63,1096.71,213.40556701660157,212.95609313964843,-548.3338067626953,0.6700355410575867,0.5510662388801575,,,,,,,,
296000,300,6830.66670616302,4125.642340322096,1.62,1090.5,314.17779674530027,310.43911315917967,-549.2056549072265,0.6709811687469482,0.5529564252495766,,,,,,,,
297000,301,6830.501307548231,4125.5688080032705,1.62,1090.24,229.7402140045166,237.42240303039551,-548.2485076904297,0.6640059947967529,0.5497225922346115,,,,,,,,
298000,302,6811.9171851940455,4115.602553167759,1.62,1088.73,154.0428257751465,153.31693908691406,-546.9621194458008,0.6775193810462952,0.541774220764637,,,,,,,,
299000,303,6752.897341745731,4085.250234021952,1.61,1082.19,219.03490577697755,219.33558372497558,-548.3428143310547,0.6499008536338806,0.5432167345285416,,,,,,,,
300000,304,6705.455409537489,4059.2407298016874,1.6,1074.89,217.28369262695313,220.04674842834473,-549.583095703125,0.6622881889343262,0.5561496448516846,,,,,,,,
301000,304,6705.455409537489,4059.2407298016874,1.6,1074.89,179.07479442596434,185.08606803894043,-548.8060073852539,0.6553224325180054,0.5535232558846473,,,,,,,,
302000,304,6705.455409537489,4059.2407298016874,1.6,1074.89,155.0222176361084,153.08124465942382,-548.8622854614258,0.6440087556838989,0.5485895824432373,,,,,,,,
303000,306,6933.049323247646,4194.423896724105,1.62,1095.05,243.7227642440796,246.92568374633788,-546.8154956054688,0.640529215335846,0.5482637551426888,,,,,,,,
304000,307,6918.436515675051,4187.675256178819,1.62,1094.06,214.25870128631593,217.81639198303222,-545.8969198608398,0.6537682414054871,0.549885304570198,,,,,,,,
305000,308,6868.854464038852,4162.887920954711,1.61,1088.56,258.9276426696777,256.37813217163085,-546.6354531860352,0.6600130796432495,0.549114553630352,,,,,,,,
306000,309,6865.327432026679,4164.340307722735,1.61,1087.98,324.2291855621338,322.6274973297119,-544.1948727416992,0.6428903341293335,0.5512484240531922,,,,,,,,
307000,309,6865.327432026679,4164.340307722735,1.61,1087.98,211.90353149414062,208.8216120147705,-545.5579278564453,0.6540013551712036,0.5613653326034546,,,,,,,,
308000,310,6934.739183295777,4203.750205854392,1.62,1095.33,190.35911476135254,186.8626907348633,-543.8634963989258,0.6487456560134888,0.5552609944343567,,,,,,,,
309000,310,6934.739183295777,4203.750205854392,1.62,1095.33,295.3664784622192,307.70938919067385,-545.3218984985351,0.6553554534912109,0.5533353582024574,,,,,,,,
310000,311,7008.366130955517,4246.602457378224,1.63,1101.15,235.0939921951294,234.46515647888182,-543.9726788330078,0.671742856502533,0.5371022069454193,,,,,,,,
311000,312,7069.398777184341,4283.438209698919,1.64,1107.48,288.572359085083,300.05816329956053,-543.48833984375,0.6446250677108765,0.5595887130498887,,,,,,,,
312000,312,7069.398777184341,4283.438209698919,1.64,1107.48,223.57288787841796,223.6001414489746,-544.7155883789062,0.6533173322677612,0.5498961374163628,,,,,,,,
313000,313,7203.225044249057,4362.484070852123,1.66,1120.13,224.87143821716307,222.60691986083984,-543.7623239135742,0.6536815166473389,0.5542641550302505,,,,,,,,
314000,314,7194.712415894222,4359.5963687912645,1.66,1118.33,261.32252632141115,262.77817192077634,-543.5099462890626,0.6351567506790161,0.5504540055990219,,,,,,,,
315000,315,7248.288180831533,4391.004475181131,1.67,1124.44,252.5255965423584,247.96091423034667,-544.52923828125,0.6391885876655579,0.5483323526382446,,,,,,,,
316000,316,7249.920805580232,4391.045344921721,1.67,1123.9,329.8622142791748,338.81046730041504,-543.2022381591797,0.6430996656417847,0.5513731652498245,,,,,,,,
317000,316,7249.920805580232,4391.045344921721,1.67,1123.9,325.57863456726074,325.4399870300293,-542.0179013061523,0.6659966111183167,0.5463600298762321,,,,,,,,
318000,318,7244.834487844217,4386.155204046748,1.67,1124.32,146.9454209136963,143.1443886947632,-540.489921875,0.6303960084915161,0.5474786856770515,,,,,,,,
319000,319,7287.103988016929,4408.443739087012,1.68,1128.94,243.83637832641602,244.02162956237794,-540.6767459106445,0.6466065049171448,0.5453418412804604,,,,,,,,
320000,320,7281.377518541471,4407.913081702085,1.68,1127.52,205.94608680725096,203.9324436187744,-543.6385012817383,0.6581671833992004,0.5409829270839691,,,,,,,,
321000,321,7287.51887586251,4412.192128923916,1.68,1129.55,218.1112744140625,225.02307136535646,-545.1066247558593,0.6464453339576721,0.5451685151457787,,,,,,,,
322000,322,7287.318659524762,4412.059266362697,1.68,1129.55,198.04537452697753,197.73592586517333,-545.922035522461,0.6446331143379211,0.5535172858834266,,,,,,,,
323000,322,7287.318659524762,4412.059266362697,1.68,1129.55,171.46802276611328,174.81535953521728,-542.2236883544922,0.6427373886108398,0.5481435534358025,,,,,,,,
324000,323,7355.602597990073,4447.667582075523,1.69,1138.07,242.8802466583252,264.72582984924315,-541.7755130004883,0.6418781280517578,0.5533601126074791,,,,,,,,
325000,324,7349.475867482247,4441.650917861411,1.69,1136.07,253.2779264831543,256.4102514648437,-539.9527474975586,0.6437376737594604,0.5409538897871972,,,,,,,,
326000,325,7347.682326672849,4442.56770353586,1.69,1135.95,268.6620662689209,267.685926361084,-541.2300769042969,0.6552873253822327,0.5398854780197143,,,,,,,,
327000,325,7347.682326672849,4442.56770353586,1.69,1135.95,273.3148324584961,270.8673656082153,-543.6969534301758,0.6391428709030151,0.5522283846139908,,,,,,,,
328000,326,7467.623991377544,4509.19464118811,1.71,1145.64,170.46781471252442,171.18399951934813,-541.8778463745117,0.6275414228439331,0.5482852303981781,,,,,,,,
329000,328,7300.880478223525,4418.75688416794,1.68,1128.45,234.23388816833497,223.47816818237305,-542.5194903564453,0.6319526433944702,0.5484150311350823,,,,,,,,
330000,329,7217.954077733719,4372.366112467945,1.67,1116.58,205.54920082092286,196.7849914550781,-542.5461962890626,0.648533046245575,0.5394117245078087,,,,,,,,
