update,timesteps,episodes,mean_reward,mean_score,mean_stage,mean_length,policy_loss,value_loss,entropy,learning_rate,explained_var,mean_start_stage,start_stage_t1_frac,start_stage_t2_frac,start_stage_t3_frac,start_stage_t4_frac,eval_mean_reward,eval_mean_score,eval_mean_max_stage,eval_mean_length,eval_over_max_rate
1,4096,7,3780.5760134080474,2330.8086479851513,4.571428571428571,521.5714285714286,-0.015509001090322272,12309.27870631218,0.592278721393086,5e-05,-35802.82,4.571428571428571,0.0,0.0,1.0,0.0,,,,,
2,8192,12,3785.036731577642,2356.539879972887,5.083333333333333,516.8333333333334,-0.008250569908341276,8459.36213392578,0.60445906635141,4.990784e-05,-226252.86,5.083333333333333,0.0,0.0,0.8333333333333334,0.16666666666666666,,,,,
3,12288,15,7076.185462256465,4342.292708980894,5.2,706.8,-0.0056930207701952895,1095.8415829939768,0.605979343992658,4.9815680000000003e-05,-30565.021,5.0,0.0,0.0,0.8,0.2,,,,,
4,16384,22,8021.524902501176,4966.255836789731,5.590909090909091,741.2272727272727,-0.00442154118718463,83.2600741321221,0.5573225283878855,4.972352e-05,-1550.1066,5.318181818181818,0.0,0.0,0.6363636363636364,0.36363636363636365,,,,,
5,20480,28,7625.974577726763,4716.572913703718,5.642857142857143,721.5357142857143,0.0021183181343076285,40.2655794583261,0.59125067765126,4.9631360000000005e-05,-637.54376,5.392857142857143,0.0,0.0,0.6071428571428571,0.39285714285714285,,,,,
6,24576,36,6736.403312901709,4159.801875571098,5.555555555555555,670.3611111111111,-0.022918596914678346,21.172696615569293,0.6848364236066118,4.95392e-05,-249.2287,5.361111111111111,0.0,0.0,0.6111111111111112,0.3888888888888889,,,,,
7,28672,43,6306.986551346114,3905.46176129059,5.488372093023256,651.6046511627907,-0.025445834959100466,29.855448965448886,0.6715299161151052,4.9447040000000006e-05,-330.90985,5.325581395348837,0.0,0.0,0.627906976744186,0.37209302325581395,,,,,
8,32768,48,6506.512536745005,4040.6129451942015,5.520833333333333,674.1041666666666,3.280383134551812e-05,32.69916046084836,0.6223178377258591,4.935488e-05,-598.19684,5.354166666666667,0.0,0.0,0.625,0.375,,,,,
9,36864,51,6626.566047051893,4101.7903109675935,5.509803921568627,684.2352941176471,-0.009898696692289377,61.041426229290664,0.5732518048607744,4.926272e-05,-1583.718,5.333333333333333,0.0,0.0,0.6274509803921569,0.37254901960784315,,,,,
10,40960,59,6656.20753699206,4117.58120804169,5.559322033898305,683.0,-0.0220236197073973,15.26048526680097,0.7001285996520892,4.9170560000000004e-05,-146.56612,5.372881355932203,0.0,0.0,0.6271186440677966,0.3728813559322034,4457.932408839601,2691.4852659964413,6.066666666666666,534.1,0.0
11,45056,66,6593.327844419995,4066.023309189919,5.5606060606060606,681.3636363636364,-0.008892832679521234,12.710327597334981,0.741087373229675,4.90784e-05,-205.93964,5.378787878787879,0.0,0.0,0.6212121212121212,0.3787878787878788,,,,,
12,49152,70,6877.8560364700925,4248.783528450881,5.571428571428571,699.8857142857142,-0.00608476419984072,28.908668593969196,0.7027425325941294,4.8986240000000005e-05,-571.37494,5.371428571428571,0.0,0.0,0.6285714285714286,0.37142857142857144,,,,,
